head_entity,head_entity_label,relation,tail_entity,tail_entity_label,context
王曇,PER,任职,藍田令,OFI,大业四年，从驾汾阳宫，次河阳镇。蓝田令王昙于蓝田山得一玉人，长三尺四寸，著大领衣，冠帻，奏之。
房玄齡,PER,政治奥援,杜如晦,PER,房玄龄杜如晦
師合,PER,敌对攻伐,玄齡,PER,帝曰：「玄龄、如晦不以勳旧进，特其才可与治天下者，师合欲以此离间吾君臣邪？」斥岭表。
如晦,PER,敌对攻伐,師合,PER,帝曰：「玄龄、如晦不以勳旧进，特其才可与治天下者，师合欲以此离间吾君臣邪？」斥岭表。
武皇,PER,上下级,王尚父,PER,行瑜复入邠州，大军进逼其城，行瑜登城号哭曰：「行瑜无罪，昨杀南北司大臣，是岐帅将兵胁制主上，请治岐州，行瑜乞束身归朝。」武皇报曰：「王尚父何恭之甚耶！仆受命讨三贼臣，公其一也。
行瑜,PER,到达,邠州,LOC,行瑜复入邠州，大军进逼其城，行瑜登城号哭曰：「行瑜无罪，昨杀南北司大臣，是岐帅将兵胁制主上，请治岐州，行瑜乞束身归朝。」武皇报曰：「王尚父何恭之甚耶！仆受命讨三贼臣，公其一也。
崔達拏,PER,任职,小御正,OFI,迥末年衰耄，惑于后妻王氏，而诸子多不睦。及起兵，以开府、小御正崔达拏为长史，自馀委任，亦多用齐人。
崔達拏,PER,任职,開府,OFI,迥末年衰耄，惑于后妻王氏，而诸子多不睦。及起兵，以开府、小御正崔达拏为长史，自馀委任，亦多用齐人。
迥,PER,上下级,崔達拏,PER,迥末年衰耄，惑于后妻王氏，而诸子多不睦。及起兵，以开府、小御正崔达拏为长史，自馀委任，亦多用齐人。
崔達拏,PER,任职,長史,OFI,迥末年衰耄，惑于后妻王氏，而诸子多不睦。及起兵，以开府、小御正崔达拏为长史，自馀委任，亦多用齐人。
李茂貞,PER,敌对攻伐,京師,LOC,六月，李茂贞举兵犯京师。七月，车驾幸华州。是月，武皇与汴军战于洹水之上，铁林指挥使落落被擒。
武皇,PER,敌对攻伐,落落,PER,六月，李茂贞举兵犯京师。七月，车驾幸华州。是月，武皇与汴军战于洹水之上，铁林指挥使落落被擒。
盧氏,PER,出生于某地,范陽,LOC,其妻范阳卢氏，亦有妇德，及夫终后，所有赙赠，一无所受，谓州里父老曰：「参军平生好施，今虽殒殁，安可夺其志哉！」于是散粟五百石以赈穷乏。
耶律乙辛,PER,任职,樞密使,OFI,枢密使耶律乙辛谮废太子，中外知其冤，无敢言者，惟信数廷争，不得复。告老，加守司徒，卒。
信,PER,任职,守司徒,OFI,枢密使耶律乙辛谮废太子，中外知其冤，无敢言者，惟信数廷争，不得复。告老，加守司徒，卒。
耶律乙辛,PER,上下级,信,PER,枢密使耶律乙辛谮废太子，中外知其冤，无敢言者，惟信数廷争，不得复。告老，加守司徒，卒。
義,PER,任职,懷遠大將軍,OFI,六年，从山东统军帖赤如五河，宋军拒南岸，义率兵渡河击之，凡数战有功。九年，授怀远大将军，迁宿州万户。
帖赤,PER,到达,五河,LOC,六年，从山东统军帖赤如五河，宋军拒南岸，义率兵渡河击之，凡数战有功。九年，授怀远大将军，迁宿州万户。
義,PER,管理,宿州,LOC,六年，从山东统军帖赤如五河，宋军拒南岸，义率兵渡河击之，凡数战有功。九年，授怀远大将军，迁宿州万户。
震,PER,任职,御史,OFI,震为人刚直有材干，忘身徇国，不少私与，及为御史，台纲大振，以故小人侧目者众，不能久留于朝，士论惜之。
仁先,PER,兄弟,重元,PER,十三年，伐夏，留仁先镇边。未几，召为契丹行宫都部署，奏复王子班郎君及诸宫杂役。十六年，迁北院大王，奏今两院户口殷庶，乞免他部助役，从之。十八年，再举伐夏，仁先与皇太弟重元为前锋。
仁先,PER,任职,北院大王,OFI,十三年，伐夏，留仁先镇边。未几，召为契丹行宫都部署，奏复王子班郎君及诸宫杂役。十六年，迁北院大王，奏今两院户口殷庶，乞免他部助役，从之。十八年，再举伐夏，仁先与皇太弟重元为前锋。
重元,PER,敌对攻伐,夏,LOC,十三年，伐夏，留仁先镇边。未几，召为契丹行宫都部署，奏复王子班郎君及诸宫杂役。十六年，迁北院大王，奏今两院户口殷庶，乞免他部助役，从之。十八年，再举伐夏，仁先与皇太弟重元为前锋。
張存敬,PER,敌对攻伐,王珂,PER,二月，张存敬迫河中，王珂告急于武皇，使者相望于路。
張存敬,PER,敌对攻伐,武皇,PER,二月，张存敬迫河中，王珂告急于武皇，使者相望于路。
張存敬,PER,到达,河中,LOC,二月，张存敬迫河中，王珂告急于武皇，使者相望于路。
德,PER,任职,統軍使,OFI,上以德为先朝眷遇，拜南府宰相。五年，转南京统军使。九年，复为南府宰相
德,PER,管理,南京,LOC,上以德为先朝眷遇，拜南府宰相。五年，转南京统军使。九年，复为南府宰相
景宗,PER,同僚,耶律斜軫,PER,景宗疾大渐，与耶律斜轸俱受顾命，立梁王为帝，皇后为皇太后，称制，隆运总宿卫事，太后益宠任之。
梁王,PER,任职,帝,OFI,景宗疾大渐，与耶律斜轸俱受顾命，立梁王为帝，皇后为皇太后，称制，隆运总宿卫事，太后益宠任之。
紇干,PER,父母,菩提,PER,汝叔母贺拔及儿元宝，汝叔母纥干及儿菩提，并吾与汝六人，同被擒捉入定州城。
賀拔,PER,父母,元寶,PER,汝叔母贺拔及儿元宝，汝叔母纥干及儿菩提，并吾与汝六人，同被擒捉入定州城。
元寶,PER,兄弟,菩提,PER,汝叔母贺拔及儿元宝，汝叔母纥干及儿菩提，并吾与汝六人，同被擒捉入定州城。
賀拔,PER,到达,定州,LOC,汝叔母贺拔及儿元宝，汝叔母纥干及儿菩提，并吾与汝六人，同被擒捉入定州城。
元寶,PER,到达,定州,LOC,汝叔母贺拔及儿元宝，汝叔母纥干及儿菩提，并吾与汝六人，同被擒捉入定州城。
紇干,PER,到达,定州,LOC,汝叔母贺拔及儿元宝，汝叔母纥干及儿菩提，并吾与汝六人，同被擒捉入定州城。
菩提,PER,到达,定州,LOC,汝叔母贺拔及儿元宝，汝叔母纥干及儿菩提，并吾与汝六人，同被擒捉入定州城。
長倩,PER,任职,兵部侍郎,OFI,文叔子长倩，少为文本所鞠，同于己子。永淳中，累转兵部侍郎、同中书门下平章事。垂拱初，自夏官尚书迁内史，知夏官事。
長倩,PER,任职,同中書門下平章事,OFI,文叔子长倩，少为文本所鞠，同于己子。永淳中，累转兵部侍郎、同中书门下平章事。垂拱初，自夏官尚书迁内史，知夏官事。
長倩,PER,任职,內史,OFI,文叔子长倩，少为文本所鞠，同于己子。永淳中，累转兵部侍郎、同中书门下平章事。垂拱初，自夏官尚书迁内史，知夏官事。
長倩,PER,任职,夏官尚書,OFI,文叔子长倩，少为文本所鞠，同于己子。永淳中，累转兵部侍郎、同中书门下平章事。垂拱初，自夏官尚书迁内史，知夏官事。
長倩,PER,任职,夏官,OFI,文叔子长倩，少为文本所鞠，同于己子。永淳中，累转兵部侍郎、同中书门下平章事。垂拱初，自夏官尚书迁内史，知夏官事。
末帝,PER,敌对攻伐,乙,PER,妖人母乙、董乙聚众称天子，建置官属，友能初纵之，乙等攻劫州县，末帝发兵击灭之。自康王友孜谋反伏诛，末帝始疏斥宗室，宗室皆反仄。
母乙,PER,政治奥援,董乙,PER,妖人母乙、董乙聚众称天子，建置官属，友能初纵之，乙等攻劫州县，末帝发兵击灭之。自康王友孜谋反伏诛，末帝始疏斥宗室，宗室皆反仄。
高子徹,PER,任职,成安令,OFI,邺县令尉长卿、临漳令崔象、成安令高子彻等并在孝言部下。
尉長卿,PER,任职,鄴縣令,OFI,邺县令尉长卿、临漳令崔象、成安令高子彻等并在孝言部下。
崔象,PER,任职,臨漳令,OFI,邺县令尉长卿、临漳令崔象、成安令高子彻等并在孝言部下。
孝言,PER,上下级,崔象,PER,邺县令尉长卿、临漳令崔象、成安令高子彻等并在孝言部下。
孝言,PER,上下级,高子徹,PER,邺县令尉长卿、临漳令崔象、成安令高子彻等并在孝言部下。
孝言,PER,上下级,尉長卿,PER,邺县令尉长卿、临漳令崔象、成安令高子彻等并在孝言部下。
尉長卿,PER,同僚,崔象,PER,邺县令尉长卿、临漳令崔象、成安令高子彻等并在孝言部下。
崔象,PER,同僚,高子徹,PER,邺县令尉长卿、临漳令崔象、成安令高子彻等并在孝言部下。
尉長卿,PER,同僚,高子徹,PER,邺县令尉长卿、临漳令崔象、成安令高子彻等并在孝言部下。
景仁,PER,任职,侍中,OFI,是冬大雪，景仁乘舆出厅事观望，忽惊曰：「当阁何得有大树？」既而曰：「我误耳。」疾笃，文帝谓不利在州，使还住仆射下省。为州凡月馀日卒，或云见刘湛为祟。追赠侍中、司空，諡曰文成公
景仁,PER,任职,司空,OFI,是冬大雪，景仁乘舆出厅事观望，忽惊曰：「当阁何得有大树？」既而曰：「我误耳。」疾笃，文帝谓不利在州，使还住仆射下省。为州凡月馀日卒，或云见刘湛为祟。追赠侍中、司空，諡曰文成公
景仁,PER,别名,文成公,PER,是冬大雪，景仁乘舆出厅事观望，忽惊曰：「当阁何得有大树？」既而曰：「我误耳。」疾笃，文帝谓不利在州，使还住仆射下省。为州凡月馀日卒，或云见刘湛为祟。追赠侍中、司空，諡曰文成公
楊矩,PER,任职,左衛大將軍,OFI,帝以雍王守礼女为金城公主妻之，吐蕃遣尚赞咄名悉腊等逆公主。帝念主幼，赐锦缯别数万，杂伎诸工悉从，给龟兹乐。诏左卫大将军杨矩持节送。
帝,PER,上下级,守禮,PER,帝以雍王守礼女为金城公主妻之，吐蕃遣尚赞咄名悉腊等逆公主。帝念主幼，赐锦缯别数万，杂伎诸工悉从，给龟兹乐。诏左卫大将军杨矩持节送。
守禮,PER,任职,雍王,OFI,帝以雍王守礼女为金城公主妻之，吐蕃遣尚赞咄名悉腊等逆公主。帝念主幼，赐锦缯别数万，杂伎诸工悉从，给龟兹乐。诏左卫大将军杨矩持节送。
守禮,PER,父母,金城公主,PER,帝以雍王守礼女为金城公主妻之，吐蕃遣尚赞咄名悉腊等逆公主。帝念主幼，赐锦缯别数万，杂伎诸工悉从，给龟兹乐。诏左卫大将军杨矩持节送。
尚贊咄名悉臘,PER,政治奥援,公主,PER,帝以雍王守礼女为金城公主妻之，吐蕃遣尚赞咄名悉腊等逆公主。帝念主幼，赐锦缯别数万，杂伎诸工悉从，给龟兹乐。诏左卫大将军杨矩持节送。
楊矩,PER,政治奥援,公主,PER,帝以雍王守礼女为金城公主妻之，吐蕃遣尚赞咄名悉腊等逆公主。帝念主幼，赐锦缯别数万，杂伎诸工悉从，给龟兹乐。诏左卫大将军杨矩持节送。
吳元濟,PER,敌对攻伐,元穎,PER,如晦五世孙元颖，贞元末及进士第，又擢宏词。数从使府辟署，稍以右补阙为翰林学士，敏文辞，宪宗特所赏歎。吴元济平，论书诏勤，迁司勳员外郎，知制诰。
元穎,PER,任职,翰林學士,OFI,如晦五世孙元颖，贞元末及进士第，又擢宏词。数从使府辟署，稍以右补阙为翰林学士，敏文辞，宪宗特所赏歎。吴元济平，论书诏勤，迁司勳员外郎，知制诰。
元穎,PER,任职,進士,OFI,如晦五世孙元颖，贞元末及进士第，又擢宏词。数从使府辟署，稍以右补阙为翰林学士，敏文辞，宪宗特所赏歎。吴元济平，论书诏勤，迁司勳员外郎，知制诰。
元穎,PER,任职,知制誥,OFI,如晦五世孙元颖，贞元末及进士第，又擢宏词。数从使府辟署，稍以右补阙为翰林学士，敏文辞，宪宗特所赏歎。吴元济平，论书诏勤，迁司勳员外郎，知制诰。
元穎,PER,任职,司勳員外郎,OFI,如晦五世孙元颖，贞元末及进士第，又擢宏词。数从使府辟署，稍以右补阙为翰林学士，敏文辞，宪宗特所赏歎。吴元济平，论书诏勤，迁司勳员外郎，知制诰。
元穎,PER,任职,右補闕,OFI,如晦五世孙元颖，贞元末及进士第，又擢宏词。数从使府辟署，稍以右补阙为翰林学士，敏文辞，宪宗特所赏歎。吴元济平，论书诏勤，迁司勳员外郎，知制诰。
憲宗,PER,上下级,元穎,PER,如晦五世孙元颖，贞元末及进士第，又擢宏词。数从使府辟署，稍以右补阙为翰林学士，敏文辞，宪宗特所赏歎。吴元济平，论书诏勤，迁司勳员外郎，知制诰。
玉,PER,父母,輔,PER,二十五年，师还，安南以兵迎战，大战连日，水涸舟不能行，玉死焉。子辅袭万户。
李詢,PER,同僚,賀婁子幹,PER,迥走保北城，孝宽纵兵围之。李询、贺娄子干以其属先登。迥上楼，射杀数人，乃自杀。
李存信,PER,任职,都指揮使,OFI,干寕三年正月，汴人大举以攻兖、郓，朱瑄、朱瑾再乞师于武皇，假道于魏州，罗弘信许之。乃令都指挥使李存信将步骑三万与李承嗣、史俨会军，以拒汴人。
李存信,PER,同僚,李承嗣,PER,干寕三年正月，汴人大举以攻兖、郓，朱瑄、朱瑾再乞师于武皇，假道于魏州，罗弘信许之。乃令都指挥使李存信将步骑三万与李承嗣、史俨会军，以拒汴人。
李存信,PER,同僚,史儼,PER,干寕三年正月，汴人大举以攻兖、郓，朱瑄、朱瑾再乞师于武皇，假道于魏州，罗弘信许之。乃令都指挥使李存信将步骑三万与李承嗣、史俨会军，以拒汴人。
朱瑾,PER,政治奥援,武皇,PER,干寕三年正月，汴人大举以攻兖、郓，朱瑄、朱瑾再乞师于武皇，假道于魏州，罗弘信许之。乃令都指挥使李存信将步骑三万与李承嗣、史俨会军，以拒汴人。
史儼,PER,敌对攻伐,汴,LOC,干寕三年正月，汴人大举以攻兖、郓，朱瑄、朱瑾再乞师于武皇，假道于魏州，罗弘信许之。乃令都指挥使李存信将步骑三万与李承嗣、史俨会军，以拒汴人。
李承嗣,PER,敌对攻伐,汴,LOC,干寕三年正月，汴人大举以攻兖、郓，朱瑄、朱瑾再乞师于武皇，假道于魏州，罗弘信许之。乃令都指挥使李存信将步骑三万与李承嗣、史俨会军，以拒汴人。
李存信,PER,敌对攻伐,汴,LOC,干寕三年正月，汴人大举以攻兖、郓，朱瑄、朱瑾再乞师于武皇，假道于魏州，罗弘信许之。乃令都指挥使李存信将步骑三万与李承嗣、史俨会军，以拒汴人。
常貴,PER,任职,太守,OFI,子常贵，南阳太守。
常貴,PER,管理,南陽,LOC,子常贵，南阳太守。
盧彥威,PER,敌对攻伐,匡儔,PER,沧帅卢彦威利其货，以兵攻匡俦于景城，杀之，尽掳其众。丙辰，进军幽州，其守城大将请降，武皇令李存审与刘仁恭入城抚劳，居人如故，市不改肆，封府库以迎武皇。
劉仁恭,PER,同僚,李存審,PER,沧帅卢彦威利其货，以兵攻匡俦于景城，杀之，尽掳其众。丙辰，进军幽州，其守城大将请降，武皇令李存审与刘仁恭入城抚劳，居人如故，市不改肆，封府库以迎武皇。
盧彥威,PER,到达,幽州,LOC,沧帅卢彦威利其货，以兵攻匡俦于景城，杀之，尽掳其众。丙辰，进军幽州，其守城大将请降，武皇令李存审与刘仁恭入城抚劳，居人如故，市不改肆，封府库以迎武皇。
盧彥威,PER,出生于某地,滄,LOC,沧帅卢彦威利其货，以兵攻匡俦于景城，杀之，尽掳其众。丙辰，进军幽州，其守城大将请降，武皇令李存审与刘仁恭入城抚劳，居人如故，市不改肆，封府库以迎武皇。
盧彥威,PER,到达,景城,LOC,沧帅卢彦威利其货，以兵攻匡俦于景城，杀之，尽掳其众。丙辰，进军幽州，其守城大将请降，武皇令李存审与刘仁恭入城抚劳，居人如故，市不改肆，封府库以迎武皇。
匡儔,PER,到达,景城,LOC,沧帅卢彦威利其货，以兵攻匡俦于景城，杀之，尽掳其众。丙辰，进军幽州，其守城大将请降，武皇令李存审与刘仁恭入城抚劳，居人如故，市不改肆，封府库以迎武皇。
璩之,PER,任职,中從事,OFI,时羨之领扬州刺史，琳之弟璩之为中从事，羨之使璩之解释琳之，使停寝其事。琳之不许，曰：「我触忤宰相，政当罪止一身。
羨之,PER,任职,揚州刺史,OFI,时羨之领扬州刺史，琳之弟璩之为中从事，羨之使璩之解释琳之，使停寝其事。琳之不许，曰：「我触忤宰相，政当罪止一身。
羨之,PER,上下级,璩之,PER,时羨之领扬州刺史，琳之弟璩之为中从事，羨之使璩之解释琳之，使停寝其事。琳之不许，曰：「我触忤宰相，政当罪止一身。
琳之,PER,兄弟,璩之,PER,时羨之领扬州刺史，琳之弟璩之为中从事，羨之使璩之解释琳之，使停寝其事。琳之不许，曰：「我触忤宰相，政当罪止一身。
金寶,PER,任职,祕書郎,OFI,子金宝，祕书郎
顯祖,PER,敌对攻伐,交趾,LOC,子震幼，以兄显祖代之。二十四年，从征交趾，陷没。震袭职，授金符、昭信校尉、管军上千户
太祖,PER,父母,護,PER,太祖之入关也，护以年小不从。普泰初，自晋阳至平凉，时年十七。太祖诸子并幼，遂委护以家务，内外不严而肃。太祖尝歎曰：「此儿志度类我。
阿史那忠,PER,敌对攻伐,吐蕃,LOC,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
王孝傑,PER,敌对攻伐,吐蕃,LOC,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
唐休璟,PER,敌对攻伐,吐蕃,LOC,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
唐休璟,PER,管理,西州,LOC,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
王孝傑,PER,管理,武威道,LOC,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
阿史那忠,PER,任职,左武衛大將軍,OFI,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
唐休璟,PER,任职,都督,OFI,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
王孝傑,PER,任职,右鷹揚衛將軍,OFI,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
王孝傑,PER,任职,行軍總管,OFI,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
王孝傑,PER,上下级,阿史那忠,PER,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
王孝傑,PER,上下级,唐休璟,PER,是岁，又诏右鹰扬卫将军王孝杰为武威道行军总管，率西州都督唐休璟、左武卫大将军阿史那忠节击吐蕃，大破其众，复取四镇，更置安西都护府于龟兹，以兵镇守。
劉豐,PER,任职,左衛將軍,OFI,谓大司马斛律金、司徒韩轨、左卫将军刘丰等曰：「吾每与段孝先论兵，殊有英略，若使比来用其谋，亦可无今日之劳矣。
韓軌,PER,任职,司徒,OFI,谓大司马斛律金、司徒韩轨、左卫将军刘丰等曰：「吾每与段孝先论兵，殊有英略，若使比来用其谋，亦可无今日之劳矣。
斛律金,PER,任职,大司馬,OFI,谓大司马斛律金、司徒韩轨、左卫将军刘丰等曰：「吾每与段孝先论兵，殊有英略，若使比来用其谋，亦可无今日之劳矣。
韓軌,PER,同僚,劉豐,PER,谓大司马斛律金、司徒韩轨、左卫将军刘丰等曰：「吾每与段孝先论兵，殊有英略，若使比来用其谋，亦可无今日之劳矣。
斛律金,PER,同僚,劉豐,PER,谓大司马斛律金、司徒韩轨、左卫将军刘丰等曰：「吾每与段孝先论兵，殊有英略，若使比来用其谋，亦可无今日之劳矣。
斛律金,PER,同僚,韓軌,PER,谓大司马斛律金、司徒韩轨、左卫将军刘丰等曰：「吾每与段孝先论兵，殊有英略，若使比来用其谋，亦可无今日之劳矣。
唐儉,PER,任职,民部尚書,OFI,坐为法司所劾，太宗优容，弗之谴也，因为立庙，以媿其心。珪旣俭不中礼，时论以是少之。十三年，遇疾，勑公主就第省视，又遣民部尚书唐俭增损药膳。
公主,PER,政治奥援,珪,PER,坐为法司所劾，太宗优容，弗之谴也，因为立庙，以媿其心。珪旣俭不中礼，时论以是少之。十三年，遇疾，勑公主就第省视，又遣民部尚书唐俭增损药膳。
唐儉,PER,政治奥援,珪,PER,坐为法司所劾，太宗优容，弗之谴也，因为立庙，以媿其心。珪旣俭不中礼，时论以是少之。十三年，遇疾，勑公主就第省视，又遣民部尚书唐俭增损药膳。
太宗,PER,政治奥援,珪,PER,坐为法司所劾，太宗优容，弗之谴也，因为立庙，以媿其心。珪旣俭不中礼，时论以是少之。十三年，遇疾，勑公主就第省视，又遣民部尚书唐俭增损药膳。
太宗,PER,上下级,唐儉,PER,坐为法司所劾，太宗优容，弗之谴也，因为立庙，以媿其心。珪旣俭不中礼，时论以是少之。十三年，遇疾，勑公主就第省视，又遣民部尚书唐俭增损药膳。
太宗,PER,上下级,公主,PER,坐为法司所劾，太宗优容，弗之谴也，因为立庙，以媿其心。珪旣俭不中礼，时论以是少之。十三年，遇疾，勑公主就第省视，又遣民部尚书唐俭增损药膳。
王僧辯,PER,任职,司徒,OFI,及景平，司徒王僧辩先下辟书，引为左西掾。梁元帝于荆州即位，征奂及沈炯，僧辩累表请留之。
梁元帝,PER,管理,荊州,LOC,及景平，司徒王僧辩先下辟书，引为左西掾。梁元帝于荆州即位，征奂及沈炯，僧辩累表请留之。
梁元帝,PER,上下级,奐,PER,及景平，司徒王僧辩先下辟书，引为左西掾。梁元帝于荆州即位，征奂及沈炯，僧辩累表请留之。
梁元帝,PER,上下级,沈炯,PER,及景平，司徒王僧辩先下辟书，引为左西掾。梁元帝于荆州即位，征奂及沈炯，僧辩累表请留之。
僧辯,PER,政治奥援,沈炯,PER,及景平，司徒王僧辩先下辟书，引为左西掾。梁元帝于荆州即位，征奂及沈炯，僧辩累表请留之。
僧辯,PER,政治奥援,奐,PER,及景平，司徒王僧辩先下辟书，引为左西掾。梁元帝于荆州即位，征奂及沈炯，僧辩累表请留之。
制心,PER,敌对攻伐,合卓,PER,ni枢密副使萧合卓用事，制心奏合卓寡识度，无行检，上默然。
蕭合卓,PER,任职,ni樞密副使,OFI,ni枢密副使萧合卓用事，制心奏合卓寡识度，无行检，上默然。
倪若水,PER,任职,紫微舍人,OFI,诏紫微舍人倪若水临按军实战功，且弔祭战亡士，敕州县并瘗吐蕃露胔。
無忌,PER,任职,校尉,OFI,太宗曰：「法者，非朕一人之法，乃天下之法也，何得以无忌国之亲戚，便欲阿之？」更令定议。德彝执议如初，太宗将从其议，冑又曰：「校尉缘无忌以致罪，于法当轻。
德彝,PER,同僚,冑,PER,太宗曰：「法者，非朕一人之法，乃天下之法也，何得以无忌国之亲戚，便欲阿之？」更令定议。德彝执议如初，太宗将从其议，冑又曰：「校尉缘无忌以致罪，于法当轻。
高氏,PER,敌对攻伐,信苴日,PER,信苴日，僰人也，姓段氏。其先世为大理国王，后累为权臣高氏所废。
信苴日,PER,出生于某地,僰,LOC,信苴日，僰人也，姓段氏。其先世为大理国王，后累为权臣高氏所废。
崇成,PER,任职,宿直將軍,OFI,明年，上为皇太孙，复为护卫。上即位，授河间府判官，以忧去职。起复为宿直将军，累迁武卫军都指挥使。泰和三年卒，赙赠有加。崇成谨饬有守，宿卫二十馀年，未尝有过，故久侍密近云。
崇成,PER,任职,判官,OFI,明年，上为皇太孙，复为护卫。上即位，授河间府判官，以忧去职。起复为宿直将军，累迁武卫军都指挥使。泰和三年卒，赙赠有加。崇成谨饬有守，宿卫二十馀年，未尝有过，故久侍密近云。
崇成,PER,任职,武衛軍都指揮使,OFI,明年，上为皇太孙，复为护卫。上即位，授河间府判官，以忧去职。起复为宿直将军，累迁武卫军都指挥使。泰和三年卒，赙赠有加。崇成谨饬有守，宿卫二十馀年，未尝有过，故久侍密近云。
崇成,PER,管理,河間府,LOC,明年，上为皇太孙，复为护卫。上即位，授河间府判官，以忧去职。起复为宿直将军，累迁武卫军都指挥使。泰和三年卒，赙赠有加。崇成谨饬有守，宿卫二十馀年，未尝有过，故久侍密近云。
安,PER,任职,鴻臚卿,OFI,第二子安以嫡嗣。大象末，位柱国。入隋，历鸿胪卿、左卫大将军。
安,PER,任职,柱國,OFI,第二子安以嫡嗣。大象末，位柱国。入隋，历鸿胪卿、左卫大将军。
安,PER,任职,左衛大將軍,OFI,第二子安以嫡嗣。大象末，位柱国。入隋，历鸿胪卿、左卫大将军。
萬,PER,任职,刺史,OFI,时万兄弟皆应募，遂潜行入南寨，往来者三，又助烧船舰，汴军遂退。由此升为水军小校，渐典禁军，遥领刺史，累迁奉国左厢都指挥使、泗州防御使。
萬,PER,任职,防禦使,OFI,时万兄弟皆应募，遂潜行入南寨，往来者三，又助烧船舰，汴军遂退。由此升为水军小校，渐典禁军，遥领刺史，累迁奉国左厢都指挥使、泗州防御使。
萬,PER,任职,水軍小校,OFI,时万兄弟皆应募，遂潜行入南寨，往来者三，又助烧船舰，汴军遂退。由此升为水军小校，渐典禁军，遥领刺史，累迁奉国左厢都指挥使、泗州防御使。
萬,PER,任职,都指揮使,OFI,时万兄弟皆应募，遂潜行入南寨，往来者三，又助烧船舰，汴军遂退。由此升为水军小校，渐典禁军，遥领刺史，累迁奉国左厢都指挥使、泗州防御使。
萬,PER,管理,泗州,LOC,时万兄弟皆应募，遂潜行入南寨，往来者三，又助烧船舰，汴军遂退。由此升为水军小校，渐典禁军，遥领刺史，累迁奉国左厢都指挥使、泗州防御使。
迥,PER,任职,大都督,OFI,武成元年，进封蜀国公，邑万户，除秦州总管、秦渭等十四州诸军事、陇右大都督。保定二年，拜大司马。及晋公护东伐，迥帅师攻洛阳。
迥,PER,任职,蜀國公,OFI,武成元年，进封蜀国公，邑万户，除秦州总管、秦渭等十四州诸军事、陇右大都督。保定二年，拜大司马。及晋公护东伐，迥帅师攻洛阳。
迥,PER,任职,總管,OFI,武成元年，进封蜀国公，邑万户，除秦州总管、秦渭等十四州诸军事、陇右大都督。保定二年，拜大司马。及晋公护东伐，迥帅师攻洛阳。
護,PER,上下级,迥,PER,武成元年，进封蜀国公，邑万户，除秦州总管、秦渭等十四州诸军事、陇右大都督。保定二年，拜大司马。及晋公护东伐，迥帅师攻洛阳。
迥,PER,管理,隴右,LOC,武成元年，进封蜀国公，邑万户，除秦州总管、秦渭等十四州诸军事、陇右大都督。保定二年，拜大司马。及晋公护东伐，迥帅师攻洛阳。
迥,PER,管理,秦渭,LOC,武成元年，进封蜀国公，邑万户，除秦州总管、秦渭等十四州诸军事、陇右大都督。保定二年，拜大司马。及晋公护东伐，迥帅师攻洛阳。
迥,PER,管理,秦州,LOC,武成元年，进封蜀国公，邑万户，除秦州总管、秦渭等十四州诸军事、陇右大都督。保定二年，拜大司马。及晋公护东伐，迥帅师攻洛阳。
迥,PER,任职,大司馬,OFI,武成元年，进封蜀国公，邑万户，除秦州总管、秦渭等十四州诸军事、陇右大都督。保定二年，拜大司马。及晋公护东伐，迥帅师攻洛阳。
彧,PER,任职,符璽郎中,OFI,长城弟彧，符玺郎中。
長城,PER,兄弟,彧,PER,长城弟彧，符玺郎中。
